Date;Ticker;Open;High;Low;Close;Volume
2024-05-01 00:00:00+02:00;NOVO-B.CO;860.9580207040875;870.9331130589926;844.5910785563012;869.3836059570312;1825314
2024-05-02 00:00:00+02:00;NOVO-B.CO;883.4262011826673;884.0072515505627;838.3929652637111;845.5595092773438;4750846
2024-05-03 00:00:00+02:00;NOVO-B.CO;832.6790393274332;832.6790393274332;800.6231469525004;823.7692260742188;5691985
2024-05-06 00:00:00+02:00;NOVO-B.CO;824.0597780280041;831.420024842756;812.8256455461326;824.5440063476562;1884622
2024-05-07 00:00:00+02:00;NOVO-B.CO;837.2307847132447;854.7598266601562;830.0641817669374;854.7598266601562;3009383
2024-05-08 00:00:00+02:00;NOVO-B.CO;862.3138422256696;866.3813129499242;853.7913762455642;855.3409423828125;2737386
2024-05-13 00:00:00+02:00;NOVO-B.CO;871.6110463500925;881.1987915039062;862.8949358865915;881.1987915039062;4150454
2024-05-14 00:00:00+02:00;NOVO-B.CO;891.1738633817984;897.7593570918827;875.7753782731533;881.2955932617188;3118148
2024-05-15 00:00:00+02:00;NOVO-B.CO;890.3990674065221;894.853944351323;879.8428662804945;888.1715698242188;2120196
2024-05-16 00:00:00+02:00;NOVO-B.CO;883.2325522964101;892.432891382831;855.3410098353473;884.1041870117188;3350693
2024-05-17 00:00:00+02:00;NOVO-B.CO;882.2640128321807;890.0116660732975;872.6762683023372;874.806884765625;2115015
2024-05-21 00:00:00+02:00;NOVO-B.CO;874.5164000053978;899.5994521766469;871.6110299057121;897.9530639648438;2713793
2024-05-22 00:00:00+02:00;NOVO-B.CO;898.3404363825724;899.2120710808949;873.9353741484322;893.8855590820312;3106321
2024-05-23 00:00:00+02:00;NOVO-B.CO;894.7571940440357;912.867287557583;892.8202805893326;907.8313598632812;2332651
2024-05-24 00:00:00+02:00;NOVO-B.CO;907.8313264915664;911.0272217523643;893.6918233260551;899.5025634765625;1881910
2024-05-27 00:00:00+02:00;NOVO-B.CO;898.7278149951902;900.1805000409798;888.0747913260662;890.6896362304688;1129526
2024-05-28 00:00:00+02:00;NOVO-B.CO;891.3675541277128;896.1129564055447;882.8450880346421;886.8157958984375;2086109
2024-05-29 00:00:00+02:00;NOVO-B.CO;879.8428600518441;886.1378282305309;877.8091247457678;882.7482299804688;2491659
2024-05-30 00:00:00+02:00;NOVO-B.CO;891.9486151097454;901.6331820490478;887.9779663085938;887.9779663085938;2131816
2024-05-31 00:00:00+02:00;NOVO-B.CO;884.6851753877128;902.2142176162387;880.1334171789532;898.0498657226562;5539486
2024-06-03 00:00:00+02:00;NOVO-B.CO;890.6896720347372;900.8584677640337;884.588406419141;894.7572021484375;2360259
2024-06-04 00:00:00+02:00;NOVO-B.CO;899.2120609170229;909.9619068219873;894.2729553087759;906.669189453125;2134460
2024-06-06 00:00:00+02:00;NOVO-B.CO;937.4660683595014;943.7610367937335;930.2994652673366;942.598876953125;3883880
2024-06-07 00:00:00+02:00;NOVO-B.CO;942.5989269106308;959.6438008864842;938.434574778487;952.96142578125;2457442
2024-06-10 00:00:00+02:00;NOVO-B.CO;948.1191393376266;960.031145303033;948.1191393376266;957.22265625;1957347
2024-06-11 00:00:00+02:00;NOVO-B.CO;960.7090420538442;965.9387318541479;948.3128081719047;951.0244750976562;2681156
2024-06-12 00:00:00+02:00;NOVO-B.CO;952.9613708387881;962.1617092767642;950.8307543259074;958.3847045898438;1875906
2024-06-13 00:00:00+02:00;NOVO-B.CO;959.9342486068603;961.774280786087;948.7969970703125;948.7969970703125;1848673
2024-06-14 00:00:00+02:00;NOVO-B.CO;953.6392744815712;965.4544574261748;946.1821464592465;959.7405395507812;2230435
2024-06-17 00:00:00+02:00;NOVO-B.CO;959.7405725116331;964.0018055592794;949.57177734375;949.57177734375;2299629
2024-06-18 00:00:00+02:00;NOVO-B.CO;949.0875350001969;952.6708364951377;942.1146351659697;950.2496948242188;2019930
2024-06-19 00:00:00+02:00;NOVO-B.CO;942.9862950420946;953.8330218400081;941.7273131615123;953.1550903320312;1225696
2024-06-20 00:00:00+02:00;NOVO-B.CO;953.9298027522815;962.4522094726562;948.7001131846022;962.4522094726562;1892064
2024-06-21 00:00:00+02:00;NOVO-B.CO;952.1865842362158;962.258497868228;947.7316482077179;956.7383422851562;4624522
2024-06-24 00:00:00+02:00;NOVO-B.CO;956.8352499137641;964.3892005911017;951.0245095296724;957.22265625;1646238
2024-06-25 00:00:00+02:00;NOVO-B.CO;958.7721317751399;995.573486328125;956.1572868664991;995.573486328125;3196908
2024-06-26 00:00:00+02:00;NOVO-B.CO;979.30336956776;1000.6093566113456;971.7494195716856;975.23583984375;2763630
2024-06-27 00:00:00+02:00;NOVO-B.CO;967.4881890942969;978.9159656920489;964.0985908342068;970.974609375;1939839
2024-06-28 00:00:00+02:00;NOVO-B.CO;983.3709275481846;983.3709275481846;967.1008081846348;973.8800048828125;1801075
